[0.0010670404929295518, 9.819745055147994e-08, 9.972366279741741e-13, 9.311592041695823e-12, -2.812233536070851e-23, -2.060007559459923e-15, -3.777794584049429e-24]
[0.000978675157534588, 6.314121851277006e-08, 3.620059736667814e-12, 2.9875037009628314e-12, 8.300776300578329e-24, 6.570002822328383e-16, -5.2557014665556586e-24]
[0.0013765044202189993, 2.1953153038912786e-07, 1.0412669170972078e-11, 4.568962459203424e-12, 3.124879441286049e-23, 2.1382267925133663e-15, 4.082013044481302e-24]
[0.0014197588272372589, 1.763917838874596e-07, 6.045878459115128e-11, 6.968610622487622e-11, 3.883718614767e-21, 2.6384857936379314e-14, -2.318700212841671e-21]
[0.0014621876205290784, 2.218082056703713e-07, 2.8344969509614855e-11, 2.474319743430514e-11, 6.445843995135341e-22, 1.113754728254961e-14, -1.1786677814949442e-22]
[0.0011664425706176046, 2.100440111349822e-07, 6.051538180416499e-12, 1.4067824814225795e-11, -8.652981127628483e-23, -4.894980643850212e-15, -9.674980601198223e-23]
[0.0010231708205839254, 1.0297608784061925e-07, 1.3775777348477312e-12, 7.289371811032315e-12, -6.697755056968671e-24, -3.7540356607527697e-16, 2.2106649664068146e-23]
[0.0016426743926097132, 3.321487122200662e-07, 1.5981570912470549e-10, 1.4515976384170977e-10, 2.2101972627411007e-20, 8.340222645394077e-14, -5.772580785972906e-22]
[0.0011338231178294772, 1.7202880881182102e-07, 1.016874574829108e-11, 2.1261788841548605e-11, -2.9241240969698833e-22, -7.726259705606723e-15, -1.10606215848809e-22]
[0.001365228649599544, 2.1533209033084995e-07, 1.1735970927939063e-11, 6.563139934162187e-11, -1.8112144244938093e-21, -2.3252356781889903e-14, 1.9321347860211176e-22]
[0.0013228955438557898, 1.9521091685444536e-07, 1.3749421913236961e-12, 4.0782582282602396e-11, 2.433755826112427e-22, -1.4289813650514257e-14, 1.8447536003762962e-22]
[0.0010062480498870298, 8.418363509306763e-08, 2.7127201889918593e-12, 2.358248007291718e-12, 3.2342450279061073e-24, 4.469249729392512e-16, -5.011685875275108e-24]
[0.00124886618948027, 2.78636949988564e-07, 1.923380792702786e-11, 2.892733504501875e-11, -6.031080392600509e-22, -1.5111849010538834e-14, 3.19118563996146e-22]
[0.0009905101398173886, 8.076823650757243e-08, 3.871969385432632e-12, 1.0102416858281203e-12, -9.673377880881208e-25, 3.007747608069148e-17, -1.7482608638289214e-24]
[0.001717942269976363, 4.307292300763116e-07, 5.970875675977852e-11, 1.883785976210145e-11, 4.557419209231727e-22, 1.1636778262182897e-14, 4.375456000988561e-22]
[0.0010418280211496492, 1.1264384805789482e-07, 4.085060775819731e-12, 6.731372586322783e-12, -2.2578724954104247e-23, -1.9837353692490602e-15, 2.7132571151849695e-23]
[0.0017598501144328047, 3.1601470482612383e-07, 3.494240064436767e-11, 7.679842916789923e-11, 3.897637709060888e-21, 4.1007712341143557e-14, -7.973873306867726e-22]
[0.001554385165161259, 3.203717242631602e-07, 7.518676597282061e-13, 6.163551497051368e-12, -8.686985195936362e-24, -9.570526113277813e-16, 1.0029240489404612e-23]
[0.0011643871274502498, 1.50088354129513e-07, 4.196404386574923e-12, 2.4619463949956124e-11, -1.6651909605943412e-22, -3.625804575311382e-15, 1.8679239120394979e-22]
[0.0011438614788654318, 1.8910875158246514e-07, 1.4688635797621243e-11, 2.6465096835624853e-11, -5.216948350829868e-22, -1.1487475337235059e-14, 1.0287694003744334e-23]
[0.0012350289946799018, 2.0210644230396792e-07, 1.3746556426631457e-12, 5.6280036633118955e-12, -1.5653802803514596e-23, -2.50098344562716e-15, 9.88461873572608e-26]
[0.0014508442158618798, 2.530040494507896e-07, 1.4773645226772433e-11, 1.8666453085571197e-11, 1.6398269776275004e-22, 7.204911623210195e-15, 2.630561582412581e-22]
[0.0011389783883235852, 1.5200761024136207e-07, 9.57712577796014e-12, 9.101527514466273e-12, 4.237838743153688e-24, 6.031840075558623e-16, -8.486883947716226e-23]
[0.001210901015903726, 2.1817217155538162e-07, 5.1043835094103396e-12, 7.727132073069493e-12, -3.686379198882488e-23, -2.6018518949503285e-15, 3.156106654192181e-23]
